"type","certified","body","make","model","trim","mileage","price","year","dealer","city","rating","reviews","badge"
"Used",1,"Sedan","Nissan","Sentra","SV",40218,12420,2018,"Puente Hills Nissan","City of Industry",4.3,37,"Great Deal"
"New",0,"Sedan","Chevrolet","Malibu","1LS",2,24380,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"New",0,"Minivan","Chrysler","Pacifica","Touring-L",12,34100,2020,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Express",6,31725,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.3,101,
"New",0,"Minivan","Chrysler","Pacifica","Touring-L",12,34100,2020,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","RST",5,35977,2020,"Chevrolet of Puente Hills","City of Industry",0,0,
"New",0,"Crew Cab Pickup","RAM","1500","Tradesman",16,30730,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.3,101,
"New",0,"SUV","Chevrolet","Trax","LT",3,15989,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Equinox","2LT",5,25163,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LT",4,15989,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LT",3,16193,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LT",3,15989,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LT",2,16119,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Tahoe","LS",2,41835,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Trax","LS",1,14161,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Nissan","Rogue Sport","SV",5,28490,2019,"Carson Nissan","Carson",4.8,3428,
"Used",0,"SUV","Dodge","Journey","GT",35176,17989,2018,"Downey Hyundai","Downey",4.7,1030,"Good Deal"
"New",0,"Sedan","Nissan","Versa","1.6 SV",5,19405,2020,"Carson Nissan","Carson",4.8,3428,
"Used",0,"SUV","Hummer","H2","",163275,13888,2005,"Affordable Auto Solutions","Wilmington",1,3,"Good Deal"
"Used",0,"Sedan","Lincoln","MKZ Hybrid","Reserve",43332,18799,2017,"LA Auto Exchange","Montebello",1.7,47,"Great Deal"
"Used",0,"SUV","Mercedes-Benz",,"GL 550 4MATIC",78040,28199,2015,"LA Auto Exchange","Montebello",1.7,47,
"Used",0,"Cargo Van","Ford","Transit-350","XLT",74439,22295,2018,"Central Ford","South Gate",4,91,"Great Deal"
"Used",0,"Hatchback","FIAT","500e","Battery Electric",19722,7699,2017,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"Used",0,"Sedan","Cadillac","CT6","Luxury",4760,76115,2020,"Crestview Cadillac","West Covina",4,282,"Fair Price"
"Used",0,"Minivan","Dodge","Grand Caravan","SXT",48600,15999,2017,"Randy's Auto Sales","Ontario",3.2,22,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","2500","Laramie",16,49368,2019,"West Covina Chrysler Dodge Jeep Ram","West Covina",1.3,17,
"Used",0,"SUV","Dodge","Durango","R/T",21274,35300,2019,"STG Auto Group","Ontario",4.5,347,"Good Deal"
"Used",0,"SUV","Nissan","Juke","SL",78910,8699,2012,"LA Auto Exchange #2","El Monte",5,4,"Great Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 SV",43115,14599,2018,"Montclair Auto Exchange","Montclair",0,0,"Good Deal"
"Used",0,"Sedan","Mercedes-Benz",,"CLA 250",48311,15000,2015,"Vista Motors","Ontario",1.5,44,"Good Deal"
"Used",1,"Sedan","Nissan","Versa","S",22342,8488,2017,"Ross Nissan","El Monte",2.5,41,"Great Deal"
"New",0,"Sedan","Jaguar","XF","30t Checkered Flag Limited Edition",13,64325,2020,"Jaguar Land Rover South Bay","Torrance",4.6,184,
"New",0,"SUV","Lexus","NX 300","F Sport",0,44144,2020,"South Bay Lexus","Torrance",4.4,531,
"Used",1,"Sedan","Honda","Accord","Touring",53667,22778,2018,"Car Pros Honda El Monte","El Monte",0,0,"Good Deal"
"New",0,"Sedan","Toyota","Camry","SE",22,24786,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"Used",0,"Coupe","Bentley","Continental GT","",42560,70000,2012,"Jaguar Land Rover South Bay","Torrance",4.6,184,"Great Deal"
"Used",0,"SUV","Mercedes-Benz","GLS 450","Base 4MATIC",18154,48188,2018,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,"Good Deal"
"Used",0,"SUV","Land Rover","LR4","Base",93699,21988,2014,"Jaguar Land Rover Newport Beach","Newport Beach",0,0,"Good Deal"
"New",0,"SUV","Volvo","XC90 Hybrid","T8 Momentum 7 Passenger",13,73425,2020,"Volvo Cars of Orange County","Santa Ana",3.6,78,
"Used",0,"SUV","Ford","Expedition","Limited",57745,34430,2018,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Great Deal"
"Used",0,"SUV","Jeep","Renegade","Latitude",38207,16110,2017,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Fair Price"
"Used",0,"SUV","Nissan","Rogue","SV",46628,13994,2018,"SC Car Zone","Costa Mesa",4.2,70,"Good Deal"
"Used",0,"SUV","Subaru","Outback","2.5i Premium",39964,19990,2018,"Stadium Auto California","Costa Mesa",4,11,"Great Deal"
"Used",0,"Sedan","BMW","ALPINA B7","xDrive",24248,79900,2017,"California Beemers","Costa Mesa",4.5,36,"Good Deal"
"Used",0,"SUV","Alfa Romeo","Stelvio","Base",20872,27993,2018,"Orange Coast Chrysler Jeep Dodge Ram","Costa Mesa",4.5,407,"Good Deal"
"New",0,"Crew Cab Pickup","GMC","Sierra 2500","SLT",5,49901,2019,"Tustin Buick GMC","Tustin",5,13,
"New",0,"Hatchback","MINI","Hardtop","Cooper",10,25985,2020,"Crevier Mini","Santa Ana",0,17,
"New",0,"SUV","MINI","Countryman","Cooper S",10,33920,2020,"Crevier Mini","Santa Ana",0,17,
"Used",0,"SUV","Buick","Enclave","1XL",88731,11991,2010,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,"Good Deal"
"New",0,"Crew Cab Pickup","GMC","Sierra 3500","AT4",0,80125,2020,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,
"New",0,"SUV","GMC","Yukon XL","Denali",6,68131,2020,"Tustin Buick GMC","Tustin",5,13,
"Used",0,"Hatchback","Mazda","Mazda3","s",168409,3999,2005,"Johnny's Motors Inc.","Santa Ana",3.7,23,"Fair Price"
"New",0,"SUV","Porsche","Cayenne","",11,90560,2020,"Porsche Irvine","Irvine",4.6,107,
"Used",0,"Minivan","Kia","Sedona","EX",24868,25495,2019,"Kia of Irvine","Irvine",4.5,362,"Good Deal"
"Used",0,"Minivan","Honda","Odyssey","EX-L",82598,13998,2013,"Norm Reeves Honda Superstore Irvine","Irvine",4.9,2439,"Great Deal"
"New",0,"Sedan","Kia","Stinger","GT",8,34645,2020,"Garden Grove Kia","Garden Grove",3,53,
"Used",0,"Minivan","Kia","Sedona","EX",19396,26735,2019,"Kia of Irvine","Irvine",4.5,362,"Fair Price"
"New",0,"SUV","Kia","Niro Plug-In Hybrid","EX Premium",7,37475,2019,"Kia of Irvine","Irvine",4.5,362,
"Used",0,"SUV","Ford","Explorer","XLT",25251,25990,2017,"Huntington Beach Ford","Huntington Beach",3.3,470,"Good Deal"
"Used",0,"Cargo Van","Nissan","NV200","SV",41042,15994,2017,"Surf City Nissan","Huntington Beach",1,1,"Good Deal"
"Used",0,"SUV","MINI","Countryman","Cooper",7871,14991,2016,"McKenna Volkswagen","Huntington Beach",1.6,40,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500","Longhorn",2,44500,2020,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"Used",0,"SUV","Nissan","Juke","SV",52111,11800,2015,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"Used",0,"Sedan","Toyota","Corolla","SE",35888,12995,2017,"Deluxe Auto Dealer","Midway City",4,133,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500","Rebel",2,49500,2020,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"Used",0,"Sedan","Hyundai","Sonata","SEL",31531,16000,2018,"Russell Westbrook Hyundai of Garden Grove","Garden Grove",4.4,835,"Good Deal"
"Used",0,"Sedan","Hyundai","Sonata","SEL",2143,18887,2019,"Russell Westbrook Hyundai of Anaheim","Anaheim",1.9,242,"Good Deal"
"New",0,"Sedan","Genesis","G70","3.3T",0,47095,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"Sedan","Genesis","G70","3.3T",9,51590,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Sport",9,29545,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",0,"SUV","Lexus","NX 200t","Base",35583,22699,2017,"California Motors Direct","Stanton",2.9,177,"Great Deal"
"Used",0,"Hatchback","BMW","428 Gran Coupe","i",39520,18388,2016,"SC Motors II","Placentia",2.2,25,
"New",0,"SUV","Dodge","Durango","GT",0,34800,2020,"J Star Chrysler Dodge Jeep Ram of Anaheim Hills","Anaheim",4.3,20,
"New",0,"SUV","Mercedes-Benz",,"G 550",15,154565,2020,"House of Imports","Buena Park",4.5,736,
"New",0,"Sedan","Acura","ILX","Premium Package",9,28745,2020,"Weir Canyon Acura","Anaheim",4.9,537,
"New",0,"SUV","Acura","MDX Sport Hybrid","3.0L w/Technology Package",3,54025,2020,"Weir Canyon Acura","Anaheim",4.9,537,
"New",0,"SUV","Nissan","Rogue Sport","SV",10,22479,2019,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Rogue","SV",10,27102,2020,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Nissan","Rogue Sport","SV",10,22479,2019,"Buena Park Nissan","Buena Park",5,28,
"New",0,"SUV","Lexus","NX 300","Base",7,44284,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"Used",0,"Coupe","Bentley","Continental GT","",53270,39990,2006,"Lexus of Cerritos","Cerritos",4.7,903,"Fair Price"
"Used",0,"Minivan","Chrysler","Pacifica","LX",35845,17499,2017,"AutoNation Toyota Cerritos","Cerritos",4.3,916,"Great Deal"
"Used",0,"SUV","Nissan","Kicks","SR",10313,18890,2019,"AutoNation Toyota Cerritos","Cerritos",4.3,916,"Good Deal"
"New",0,"SUV","Toyota","RAV4 Hybrid","Hybrid Limited",3,41353,2020,"AutoNation Toyota Cerritos","Cerritos",4.3,916,
"New",0,"Sedan","Genesis","G90","5.0 Ultimate",0,763950,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"Used",0,"Sedan","BMW","528","i",33494,19995,2016,"McKenna VW Cerritos","Cerritos",1.3,45,"Great Deal"
"New",0,"SUV","Lexus","NX 300","Base",7,44284,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"New",0,"SUV","Nissan","Rogue","SV",5,30480,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Chevrolet","Trax","LT",3,21680,2020,"Penske Chevrolet of Cerritos","Cerritos",4.4,95,
"New",0,"SUV","Buick","Envision","Essence",5,32148,2020,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
"New",0,"Sedan","Volkswagen","Jetta GLI","2.0T Autobahn",0,32685,2020,"Cardinale Way Volkswagen","Corona",1.4,179,
"Used",0,"Hatchback","Kia","Soul","+",43567,11400,2018,"Auto Gallery Mitsubishi - Corona","Corona",2.5,142,"Good Deal"
"New",0,"SUV","Lexus","NX 300","Base",8,44284,2020,"Lexus of Cerritos","Cerritos",4.7,903,
"Used",0,"Sedan","Lexus","LS 500","Base",10376,63500,2018,"Lexus of Cerritos","Cerritos",4.7,903,"Good Deal"
"New",0,"SUV","GMC","Acadia","SLE",5,29000,2020,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
"Used",0,"SUV","BMW","X4","M40i",48203,30484,2017,"Long Beach BMW","Signal Hill",4.7,723,"Good Deal"
"Used",0,"SUV","Dodge","Durango","R/T",19050,30789,2017,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Good Deal"
"New",0,"Sedan","Mercedes-Benz","AMG CLA 35","Base 4MATIC",10,53365,2020,"Mercedes-Benz of Long Beach","Signal Hill",4.8,51,
"New",0,"Cargo Van","RAM","ProMaster 1500","Low Roof",8,31719,2020,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,
"Used",0,"Crew Cab Pickup","RAM","2500","Big Horn",18921,41850,2019,"Glenn E Thomas Dodge Chrysler Jeep RAM","Signal Hill",4.6,33,"Good Deal"
"Used",0,"Sedan","BMW","530","i",13538,34499,2019,"EchoPark Automotive Long Beach","Signal Hill",5,2,"Great Deal"
"New",0,"SUV","MINI","Countryman","Cooper S",7,36295,2020,"Long Beach MINI","Signal Hill",3.5,8,
"New",0,"Hatchback","MINI","Hardtop","Cooper",6,28555,2020,"Long Beach MINI","Signal Hill",3.5,8,
"Used",0,"Cargo Van","Chevrolet","Express 1500","Work Van",136256,11998,2013,"Best Buy Quality Cars","Bellflower",3,12,"Good Deal"
"Used",0,"Sedan","Mercedes-Benz",,"C 300",72813,9950,2011,"All In Auto Group","Norco",1.1,22,"Great Deal"
"New",0,"SUV","Ford","EcoSport","SE",2,21790,2020,"Puente Hills Ford","City of Industry",4.4,196,
"New",0,"Sedan","Mazda","Mazda6","Touring",10,26945,2020,"Puente Hills Mazda","City of Industry",5,1,
"Used",0,"Convertible","BMW","325","325Ci",139724,3999,2005,"A-Lux Auto","Norwalk",2.8,110,"Fair Price"
"New",0,"Hatchback","BMW","i3","120Ah",5,53745,2020,"McKenna BMW","Norwalk",4.9,464,
"New",0,"Crew Cab Pickup","Nissan","Frontier","SV",14,25692,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"SUV","Nissan","Kicks","S",5,19085,2020,"Puente Hills Nissan","City of Industry",4.3,37,
"Used",0,"Sedan","Nissan","Sentra","SR Turbo",21913,14997,2017,"Champion Chrysler Jeep Dodge RAM","Downey",3.6,100,"Good Deal"
"New",0,"Crew Cab Pickup","RAM","1500 Classic","Warlock",35,32998,2019,"Champion Chrysler Jeep Dodge RAM","Downey",3.3,101,
"New",0,"Crew Cab Pickup","Nissan","Frontier","SV",5,25659,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"New",0,"Hatchback","Nissan","Leaf","SV PLUS",5,33844,2019,"Puente Hills Nissan","City of Industry",4.3,37,
"Used",0,"SUV","Chevrolet","Suburban","LS",35994,31000,2016,"Puente Hills Nissan","City of Industry",4.3,37,"Good Deal"
"Used",0,"Sedan","Lexus","GS 350","F Sport",27997,29499,2016,"Corona Motors Direct","Norco",1.6,12,"Good Deal"
"New",0,"SUV","Chevrolet","Suburban","LT",3,54933,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Crew Cab Pickup","Chevrolet","Silverado 1500","RST",3,34659,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"SUV","Chevrolet","Traverse","LT Cloth",3,30676,2020,"Win Chevrolet","Carson",3.6,213,
"New",0,"Coupe","Toyota","Supra","3.0 Premium",0,53317,2020,"Carson Toyota","Carson",4.9,145,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",27794,7199,2017,"LA Auto Exchange #1","West Covina",1.4,21,"Great Deal"
"Used",0,"SUV","Chevrolet","Equinox","LS",49745,12533,2017,"KarGenie","Montclair",5,3,"Great Deal"
"Used",0,"Sedan","Hyundai","Elantra","SE",47856,10199,2017,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Hatchback","Hyundai","Veloster","",84120,7900,2012,"The Motor Car Group Inc","Ontario",1,1,"Great Deal"
"Used",0,"Sedan","Toyota","Avalon Hybrid","XLE Touring",68374,17199,2015,"Montclair Auto Exchange","Montclair",0,0,
"Used",0,"Hatchback","FIAT","500e","Battery Electric",30556,7699,2017,"STG Auto Group","Ontario",4.5,347,"Great Deal"
"New",0,"SUV","Nissan","Rogue","SV",0,30895,2020,"Metro Nissan of Montclair","Montclair",4.9,613,
"New",0,"SUV","Nissan","Kicks","S",5,19998,2020,"Ross Nissan","El Monte",2.5,41,
"New",0,"Sedan","Toyota","Camry","XSE",2,28386,2020,"DCH Toyota of Torrance","Torrance",3.9,388,
"Used",0,"Sedan","Lexus","GS 350","Base",15906,27988,2016,"DCH Toyota of Torrance","Torrance",3.9,388,"Great Deal"
"New",0,"SUV","Mercedes-Benz","GLC 300","4MATIC Coupe",0,57115,2020,"Fletcher Jones Motorcars","Newport Beach",4.9,3624,
"Used",0,"SUV","Audi","SQ5","3.0T Premium",9826,51893,2019,"Audi Fletcher Jones","Costa Mesa",4.9,368,"Good Deal"
"New",0,"SUV","Volkswagen","Atlas","3.6L SEL",0,46519,2020,"Volkswagen South Coast","Santa Ana",3.7,264,
"Used",0,"SUV","Land Rover","Discovery","SE",25036,36080,2019,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Good Deal"
"Used",0,"SUV","Buick","Enclave","Leather",20657,24980,2017,"Vroom - Buy a Car Without Leaving the House","Irvine",0,0,"Good Deal"
"Used",1,"SUV","Audi","Q7","2.0T Premium Plus",16004,38998,2018,"Audi South Coast","Santa Ana",4.4,29,"Good Deal"
"New",0,"SUV","Lincoln","Aviator","Black Label Grand Touring",11,89395,2020,"Lincoln South Coast","Santa Ana",3.7,11,
"Used",0,"Sedan","Toyota","Corolla","LE",60144,10490,2012,"Suburban Buick GMC Cadillac","Costa Mesa",3,487,"Good Deal"
"Used",0,"SUV","Ford","Escape","Titanium",28592,15488,2017,"SC Car Zone","Costa Mesa",4.2,69,"Great Deal"
"Used",0,"Coupe","Ferrari","488 GTB","",3534,239900,2018,"Ilusso","Costa Mesa",4,3,"Great Deal"
"Used",0,"Sedan","Bentley","Flying Spur","W12",26256,96880,2015,"Rosso Corsa","Costa Mesa",5,25,"Great Deal"
"New",0,"Crew Cab Pickup","GMC","Sierra 1500","Denali",1321,49077,2020,"Tustin Buick GMC","Tustin",5,13,
"New",0,"Crew Cab Pickup","GMC","Sierra 1500","AT4",5,50850,2020,"Tustin Buick GMC","Tustin",5,13,
"Used",0,"Hatchback","Nissan","Leaf","S",33326,11598,2017,"AutoNation Toyota Irvine","Irvine",4.7,926,"Good Deal"
"Used",0,"SUV","Toyota","Highlander","LE",30400,23899,2017,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"Sedan","Ford","Fusion","SE",66738,9199,2016,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Wagon","Chevrolet","HHR","LT",74663,4899,2010,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Sedan","Nissan","Altima","2.5 SL",39973,14199,2017,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"SUV","Lincoln","MKC","Reserve",16924,20699,2017,"California Motors Direct","Santa Ana",1.5,186,"Good Deal"
"Used",0,"SUV","Nissan","Pathfinder","SV",51942,12199,2015,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"Used",0,"Hatchback","FIAT","500e","Battery Electric",17825,7099,2017,"California Motors Direct","Santa Ana",1.5,186,"Great Deal"
"New",0,"Coupe","Aston Martin","Vantage","",87,171444,2020,"Aston Martin Newport Beach","Newport Beach",0,0,
"New",0,"Sedan","Kia","Optima","SE",9,28035,2020,"Kia of Irvine","Irvine",4.5,362,
"New",0,"Cargo Van","Chevrolet","Express 3500","",46,37725,2018,"Selman Chevrolet","Orange",1,404,
"Used",0,"SUV","BMW","X1","sDrive28i",73191,10500,2014,"Volkswagen of Garden Grove","Garden Grove",2.3,55,"Great Deal"
"New",0,"SUV","Volkswagen","Atlas","2.0T SE",11,35778,2020,"Volkswagen of Garden Grove","Garden Grove",2.3,55,
"Used",0,"Sedan","Nissan","Sentra","SV",37772,13790,2018,"Surf City Nissan","Huntington Beach",1,1,"Fair Price"
"New",0,"SUV","Volkswagen","Atlas","3.6L SE w/Technology",10,39366,2020,"Volkswagen of Garden Grove","Garden Grove",2.3,55,
"Used",0,"SUV","Chevrolet","Traverse","LT Cloth",38052,24000,2018,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"Used",0,"Minivan","Toyota","Sienna","XLE",33530,22995,2016,"Deluxe Auto Dealer","Midway City",4,133,"Good Deal"
"Used",0,"Minivan","Toyota","Sienna","LE",42200,19490,2017,"Huntington Beach Hyundai","Huntington Beach",4.4,402,"Great Deal"
"Used",0,"Cargo Van","RAM","ProMaster 2500","High Roof",17273,23000,2019,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"Used",0,"Sedan","Kia","Forte","EX",58719,8500,2016,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,"Great Deal"
"New",0,"SUV","Jeep","Wrangler Unlimited","Sport S",2,38995,2020,"Huntington Beach Chrysler Dodge Jeep Ram","Huntington Beach",1.8,236,
"Used",0,"Hatchback","Lexus","CT 200h","Premium",45420,16500,2015,"Ben Auto Haus","Garden Grove",5,10,"Good Deal"
"Used",0,"SUV","Dodge","Journey","Crossroad",41088,14481,2015,"Auto Republic","Orange",0,0,"Good Deal"
"New",0,"Sedan","Toyota","Avalon","Limited",9,39268,2020,"Elmore Toyota","Westminster",3.6,110,
"Used",0,"Convertible","Aston Martin","V8 Vantage S","Base",982,89900,2016,"Vision Hankook Motors, Inc.","Garden Grove",3,26,"Good Deal"
"Used",0,"Sedan","Toyota","Avalon","Limited",98430,8998,2010,"Hi Auto Sales INC.","Westminster",3.7,42,"Great Deal"
"Used",0,"Minivan","Dodge","Grand Caravan","SE",78083,11148,2017,"Hertz Car Sales Anaheim","Anaheim",3.4,6,"Good Deal"
"New",0,"SUV","Hyundai","Tucson","Value",0,26295,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26355,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"New",0,"SUV","Hyundai","Tucson","Value",9,26350,2020,"Allen Hyundai of Laguna Niguel","Laguna Niguel",3,858,
"Used",0,"Sedan","Hyundai","Sonata","Limited",19025,16500,2016,"Audi Mission Viejo","Mission Viejo",4.5,74,"Good Deal"
"Used",0,"Sedan","Nissan","Sentra","SV",31872,9299,2016,"California Motors Direct","Stanton",2.9,177,
"Used",0,"Sedan","Audi","A4","2.0T Premium",44691,14088,2015,"SC Motors II","Placentia",2.2,25,
"Used",0,"Sedan","Hyundai","Elantra","Eco",39251,11199,2017,"OC Auto Exchange","Fullerton",1,116,"Fair Price"
"Used",0,"Sedan","Lexus","IS 200t","Base",33336,18199,2016,"OC Auto Exchange","Fullerton",1,116,"Great Deal"
"Used",1,"SUV","BMW","X6","xDrive35i",23834,43987,2017,"BMW of Buena Park","Buena Park",4.2,389,"Good Deal"
"New",0,"SUV","Nissan","Rogue Sport","SV",10,20338,2019,"Buena Park Nissan","Buena Park",5,28,
"New",0,"Sedan","Nissan","Sentra","SV",207,15647,2019,"Buena Park Nissan","Buena Park",5,28,
"Used",0,"Sedan","Chevrolet","Malibu","Premier",18412,21000,2018,"Premier Chrysler Jeep Dodge Ram Buena Park","Buena Park",4.5,95,"Good Deal"
"Used",0,"SUV","Maserati","Levante","S",14053,55770,2017,"Lexus of Cerritos","Cerritos",4.7,903,"Good Deal"
"Used",0,"SUV","Lexus","NX 300","Base",130,34900,2020,"Lexus of Cerritos","Cerritos",4.7,903,"Good Deal"
"New",0,"SUV","Hyundai",,"SEL",0,19025,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"New",0,"Sedan","Genesis","G70","2.0T",19,40670,2020,"Cardinale Way Hyundai","Corona",1.9,61,
"New",0,"SUV","Nissan","Rogue","SV",5,26105,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Kicks","S",5,19255,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"SUV","Nissan","Kicks","S",8,19465,2020,"Cerritos Nissan","Cerritos",5,16,
"New",0,"Crew Cab Pickup","GMC","Sierra 1500","Elevation",5,38866,2020,"Penske Buick GMC of Cerritos","Cerritos",4.4,35,
