"age","job","marital","education","default","balance","housing","loan","contact","campaign","durmin","previous","poutcome","pweek","subscribe"
40,"management","single","tertiary","no",36,"yes","no","unknown",3,4,0,"unknown",0,0
48,"management","married","tertiary","no",263,"yes","no","unknown",2,5.83333333333333,0,"unknown",0,0
27,"student","single","secondary","no",8366,"no","no","cellular",2,7.63333333333333,1,"other",49.8571428571429,0
30,"management","single","tertiary","no",2186,"yes","no","unknown",1,6.1,0,"unknown",0,0
37,"entrepreneur","single","secondary","no",20453,"yes","no","telephone",1,1.91666666666667,0,"unknown",0,0
37,"services","single","secondary","no",105,"no","yes","unknown",4,4.33333333333333,0,"unknown",0,0
40,"blue-collar","married","secondary","no",440,"yes","no","unknown",2,5.45,0,"unknown",0,0
73,"retired","married","unknown","no",519,"no","no","telephone",1,7.23333333333333,1,"failure",8.14285714285714,1
50,"management","married","tertiary","no",19447,"yes","yes","cellular",1,2.76666666666667,0,"unknown",0,0
53,"blue-collar","married","primary","no",225,"no","no","cellular",7,2.85,0,"unknown",0,0
47,"blue-collar","married","secondary","no",2548,"yes","no","cellular",1,9.61666666666667,1,"other",52.5714285714286,0
33,"technician","divorced","secondary","no",0,"no","no","cellular",8,3.73333333333333,0,"unknown",0,0
50,"blue-collar","married","unknown","no",2284,"yes","no","telephone",17,18.1333333333333,0,"unknown",0,1
51,"blue-collar","married","primary","no",40,"yes","no","cellular",1,1.31666666666667,1,"failure",52.8571428571429,0
42,"housemaid","divorced","tertiary","no",364,"no","no","cellular",1,0.866666666666667,0,"unknown",0,0
34,"technician","single","secondary","no",174,"no","no","telephone",4,4.31666666666667,0,"unknown",0,0
44,"technician","married","secondary","no",10888,"yes","no","cellular",1,2.71666666666667,0,"unknown",0,0
32,"admin.","married","secondary","no",0,"yes","yes","cellular",2,2.65,2,"failure",27.8571428571429,0
60,"retired","married","tertiary","no",225,"no","no","cellular",2,0.9,0,"unknown",0,0
60,"retired","divorced","tertiary","no",2131,"no","no","cellular",6,7.01666666666667,0,"unknown",0,0
29,"blue-collar","single","secondary","no",-20,"no","yes","cellular",1,9.56666666666667,0,"unknown",0,1
39,"management","single","secondary","no",36,"no","no","cellular",2,1.16666666666667,0,"unknown",0,0
47,"blue-collar","married","primary","no",2642,"no","no","cellular",2,5.16666666666667,0,"unknown",0,0
30,"admin.","married","tertiary","no",400,"yes","no","cellular",1,3.71666666666667,0,"unknown",0,0
31,"technician","single","tertiary","no",1214,"no","no","cellular",1,0.65,0,"unknown",0,0
34,"management","single","tertiary","no",-292,"yes","no","cellular",6,3.01666666666667,0,"unknown",0,0
51,"admin.","married","secondary","no",1415,"yes","no","unknown",3,2.51666666666667,0,"unknown",0,0
38,"blue-collar","married","secondary","no",213,"yes","no","unknown",15,4.5,0,"unknown",0,0
47,"admin.","single","secondary","no",2540,"no","no","cellular",5,1.83333333333333,0,"unknown",0,0
46,"housemaid","single","tertiary","no",3232,"no","no","telephone",2,1.56666666666667,0,"unknown",0,0
33,"management","married","tertiary","no",296,"no","no","cellular",2,1.5,0,"unknown",0,0
30,"management","married","tertiary","no",42,"no","no","cellular",6,1.91666666666667,0,"unknown",0,0
40,"technician","married","secondary","no",697,"no","no","cellular",2,3.66666666666667,2,"other",31.2857142857143,0
38,"blue-collar","single","secondary","no",13156,"yes","no","cellular",4,4.85,1,"failure",47.2857142857143,0
63,"retired","divorced","secondary","no",1490,"no","no","cellular",1,8.43333333333333,0,"unknown",0,1
33,"management","married","tertiary","no",150,"no","no","cellular",2,2.51666666666667,0,"unknown",0,0
59,"retired","married","secondary","no",0,"no","no","unknown",1,13.5333333333333,0,"unknown",0,1
29,"management","single","tertiary","no",4210,"yes","no","cellular",1,1.98333333333333,0,"unknown",0,0
54,"services","divorced","secondary","no",1012,"yes","no","cellular",3,0.55,2,"other",25,0
57,"technician","married","secondary","no",16063,"yes","no","unknown",3,5.86666666666667,0,"unknown",0,0
57,"blue-collar","married","primary","no",5431,"yes","yes","unknown",1,6.38333333333333,0,"unknown",0,0
28,"services","single","secondary","no",317,"yes","no","unknown",3,0.35,0,"unknown",0,0
30,"technician","single","secondary","no",4787,"yes","no","cellular",1,4.43333333333333,2,"failure",23.8571428571429,0
28,"blue-collar","married","secondary","no",225,"yes","yes","unknown",2,14.4333333333333,0,"unknown",0,0
45,"services","divorced","primary","no",3854,"yes","no","unknown",3,0.166666666666667,0,"unknown",0,0
29,"services","divorced","secondary","no",92,"yes","no","cellular",1,4,0,"unknown",0,0
42,"blue-collar","married","primary","no",-10,"yes","no","unknown",4,4.85,0,"unknown",0,0
31,"blue-collar","married","secondary","no",-617,"yes","no","unknown",2,1.91666666666667,0,"unknown",0,0
59,"housemaid","divorced","primary","no",195,"no","no","unknown",2,6.1,0,"unknown",0,0
41,"blue-collar","married","primary","no",1172,"yes","no","unknown",1,2.55,0,"unknown",0,0
57,"housemaid","married","secondary","no",0,"no","no","cellular",2,3.28333333333333,0,"unknown",0,0
43,"services","divorced","secondary","no",0,"no","no","cellular",4,1.76666666666667,0,"unknown",0,0
30,"services","divorced","secondary","no",-94,"yes","no","cellular",2,0.683333333333333,0,"unknown",0,0
26,"admin.","single","secondary","no",609,"no","no","telephone",1,1.86666666666667,0,"unknown",0,0
52,"management","single","tertiary","no",4,"no","yes","cellular",9,0.5,0,"unknown",0,0
32,"entrepreneur","divorced","secondary","no",1121,"yes","yes","cellular",3,3.51666666666667,0,"unknown",0,0
39,"management","divorced","tertiary","no",355,"yes","no","cellular",5,5.21666666666667,0,"unknown",0,0
31,"blue-collar","married","secondary","no",3653,"yes","yes","cellular",1,4.2,4,"failure",24,0
83,"retired","divorced","primary","no",1097,"no","no","telephone",1,3.01666666666667,0,"unknown",0,1
34,"management","married","tertiary","no",436,"no","yes","cellular",4,1.96666666666667,0,"unknown",0,0
40,"blue-collar","married","secondary","no",4795,"yes","no","cellular",1,0.95,0,"unknown",0,0
39,"self-employed","married","secondary","no",266,"no","no","cellular",2,1.7,0,"unknown",0,0
50,"unemployed","married","secondary","no",3357,"no","no","cellular",4,3.98333333333333,0,"unknown",0,1
30,"technician","married","tertiary","no",101,"yes","yes","cellular",3,3.11666666666667,0,"unknown",0,0
43,"blue-collar","married","secondary","no",10910,"yes","no","cellular",2,1.1,0,"unknown",0,0
49,"blue-collar","married","secondary","no",1568,"no","no","unknown",6,3.43333333333333,0,"unknown",0,0
41,"retired","single","primary","no",0,"no","no","cellular",1,3.98333333333333,2,"failure",52.5714285714286,0
35,"blue-collar","married","secondary","no",305,"yes","no","cellular",7,0.116666666666667,25,"failure",52.4285714285714,0
57,"retired","married","tertiary","no",31,"no","no","cellular",2,4.33333333333333,0,"unknown",0,0
29,"entrepreneur","married","secondary","no",452,"yes","no","unknown",1,5.78333333333333,0,"unknown",0,0
48,"admin.","married","secondary","no",5,"yes","no","unknown",2,11.6166666666667,0,"unknown",0,0
38,"entrepreneur","divorced","tertiary","no",7929,"no","no","cellular",3,3.03333333333333,0,"unknown",0,0
41,"entrepreneur","married","primary","no",39,"yes","no","cellular",2,9.15,0,"unknown",0,1
39,"housemaid","married","primary","no",267,"no","no","unknown",5,19.1833333333333,0,"unknown",0,0
31,"management","married","tertiary","no",4945,"no","no","cellular",1,7.41666666666667,0,"unknown",0,0
51,"technician","married","secondary","no",463,"yes","no","unknown",5,3.55,0,"unknown",0,0
35,"unemployed","single","secondary","no",2116,"yes","no","cellular",2,6.81666666666667,0,"unknown",0,0
45,"admin.","divorced","secondary","no",59,"yes","no","cellular",8,14.55,0,"unknown",0,1
28,"blue-collar","married","secondary","no",131,"yes","no","unknown",5,2.45,0,"unknown",0,0
57,"retired","married","secondary","no",107,"no","no","cellular",2,1.41666666666667,0,"unknown",0,0
36,"unemployed","married","secondary","no",-35,"no","no","cellular",3,5.65,0,"unknown",0,0
49,"technician","married","primary","no",230,"yes","no","unknown",1,1.6,0,"unknown",0,0
34,"management","single","tertiary","no",2679,"yes","no","cellular",1,3.25,0,"unknown",0,0
65,"retired","married","primary","no",493,"no","no","cellular",1,10.3666666666667,1,"failure",26,0
26,"services","single","secondary","no",256,"yes","no","cellular",2,1.68333333333333,0,"unknown",0,0
52,"blue-collar","married","primary","no",-133,"no","no","unknown",2,1.6,0,"unknown",0,0
32,"blue-collar","single","secondary","no",811,"yes","no","cellular",1,9.38333333333333,0,"unknown",0,1
33,"unemployed","married","tertiary","no",302,"yes","yes","cellular",1,11.1666666666667,0,"unknown",0,0
43,"management","married","tertiary","no",3529,"yes","no","cellular",3,3.16666666666667,0,"unknown",0,0
26,"technician","single","tertiary","no",75,"yes","yes","unknown",1,5.85,0,"unknown",0,0
45,"technician","married","secondary","no",999,"yes","no","cellular",6,3.58333333333333,2,"failure",26.8571428571429,0
30,"management","single","tertiary","no",7845,"yes","no","unknown",1,0.983333333333333,0,"unknown",0,0
37,"services","divorced","primary","no",260,"yes","no","cellular",2,7.43333333333333,0,"unknown",0,0
45,"management","single","tertiary","no",2048,"yes","no","cellular",1,5.16666666666667,1,"failure",114.857142857143,1
34,"management","married","tertiary","no",1557,"yes","yes","unknown",1,3.55,0,"unknown",0,0
35,"services","married","secondary","no",505,"yes","yes","unknown",2,6.18333333333333,0,"unknown",0,0
41,"admin.","married","tertiary","no",1536,"no","no","cellular",2,0.9,0,"unknown",0,0
42,"self-employed","married","tertiary","no",0,"no","no","cellular",6,1.96666666666667,0,"unknown",0,0
48,"blue-collar","married","unknown","no",439,"yes","no","cellular",1,3.53333333333333,2,"other",35.5714285714286,0
45,"unknown","married","primary","no",44,"no","no","unknown",1,1.35,0,"unknown",0,0
47,"management","married","tertiary","no",295,"yes","no","cellular",1,2.61666666666667,0,"unknown",0,0
37,"blue-collar","married","primary","no",190,"yes","yes","unknown",1,3.23333333333333,0,"unknown",0,0
32,"management","married","secondary","no",3935,"yes","no","unknown",2,2.15,0,"unknown",0,0
40,"management","married","tertiary","no",-17,"yes","yes","cellular",1,7.9,1,"success",36.5714285714286,1
35,"technician","single","secondary","no",175,"yes","no","cellular",1,3.65,1,"failure",35.1428571428571,0
31,"technician","single","secondary","no",4888,"yes","no","telephone",4,7.91666666666667,2,"failure",23.7142857142857,0
36,"technician","single","tertiary","no",40,"no","no","cellular",3,5.98333333333333,0,"unknown",0,0
44,"management","married","tertiary","no",4460,"no","no","telephone",2,2.8,0,"unknown",0,0
52,"admin.","divorced","secondary","no",98,"no","yes","unknown",1,2.46666666666667,0,"unknown",0,0
28,"student","single","secondary","no",330,"no","no","telephone",1,3.28333333333333,0,"unknown",0,0
45,"blue-collar","married","primary","no",13117,"no","no","unknown",2,0.7,0,"unknown",0,0
38,"management","married","tertiary","no",12877,"no","no","unknown",3,1.96666666666667,0,"unknown",0,0
39,"blue-collar","married","primary","no",1506,"yes","no","cellular",2,4.98333333333333,0,"unknown",0,0
28,"management","single","tertiary","no",0,"no","no","telephone",2,3.3,0,"unknown",0,0
31,"technician","single","secondary","no",775,"no","no","cellular",1,6.01666666666667,0,"unknown",0,0
46,"blue-collar","married","primary","no",258,"yes","no","unknown",1,3.61666666666667,0,"unknown",0,0
22,"student","single","secondary","no",246,"yes","no","telephone",1,0.416666666666667,0,"unknown",0,0
49,"blue-collar","single","primary","no",2146,"yes","no","cellular",2,25.2666666666667,2,"other",50.4285714285714,1
44,"unemployed","married","secondary","no",304,"yes","no","unknown",2,2.15,0,"unknown",0,0
31,"self-employed","single","secondary","no",360,"yes","no","unknown",4,9.86666666666667,0,"unknown",0,0
53,"blue-collar","married","primary","no",3316,"yes","no","unknown",6,5.51666666666667,0,"unknown",0,0
55,"management","married","tertiary","no",6880,"no","no","cellular",2,5.88333333333333,0,"unknown",0,0
35,"technician","married","secondary","no",2189,"no","no","cellular",3,4.26666666666667,0,"unknown",0,0
35,"blue-collar","married","secondary","no",5304,"yes","no","cellular",1,5.66666666666667,2,"failure",26.1428571428571,0
37,"management","single","tertiary","no",102,"yes","no","cellular",2,1.68333333333333,0,"unknown",0,0
50,"blue-collar","married","secondary","no",181,"yes","no","cellular",2,9.98333333333333,0,"unknown",0,0
37,"management","married","primary","no",3953,"yes","no","cellular",2,10.1666666666667,1,"failure",19.7142857142857,0
37,"blue-collar","single","primary","no",6969,"yes","no","unknown",1,6.86666666666667,0,"unknown",0,0
29,"management","single","tertiary","no",572,"no","no","cellular",1,5.23333333333333,1,"success",27.8571428571429,1
31,"admin.","single","secondary","no",223,"yes","no","cellular",1,8.46666666666667,11,"success",45,0
40,"technician","married","secondary","no",-396,"yes","no","unknown",1,2.11666666666667,0,"unknown",0,0
47,"services","divorced","secondary","no",164,"no","no","unknown",1,3.53333333333333,0,"unknown",0,0
55,"self-employed","married","secondary","no",2678,"no","yes","cellular",12,2.51666666666667,0,"unknown",0,0
33,"technician","single","secondary","no",920,"yes","no","cellular",1,0.966666666666667,4,"failure",17.4285714285714,0
53,"services","divorced","secondary","no",4554,"no","no","cellular",6,0.133333333333333,0,"unknown",0,0
38,"management","single","tertiary","no",623,"no","no","cellular",4,4.95,4,"other",20.5714285714286,1
61,"management","married","secondary","no",967,"no","no","cellular",1,3,0,"unknown",0,0
43,"unemployed","divorced","secondary","no",1577,"yes","no","cellular",1,1.45,0,"unknown",0,0
42,"housemaid","married","primary","no",1,"yes","no","telephone",5,0.983333333333333,0,"unknown",0,0
36,"management","divorced","tertiary","no",0,"no","no","cellular",4,1.35,0,"unknown",0,0
31,"technician","single","tertiary","no",1166,"yes","no","unknown",1,3.45,0,"unknown",0,0
59,"management","married","unknown","no",3534,"no","no","cellular",4,3.6,0,"unknown",0,0
29,"blue-collar","married","primary","no",200,"yes","no","unknown",2,5.36666666666667,0,"unknown",0,0
33,"technician","married","secondary","no",4790,"yes","no","cellular",1,2.28333333333333,2,"failure",38.8571428571429,0
44,"blue-collar","married","primary","no",-237,"yes","no","telephone",1,1.21666666666667,0,"unknown",0,0
43,"blue-collar","married","secondary","no",1335,"yes","no","unknown",2,6.18333333333333,0,"unknown",0,0
42,"management","married","tertiary","no",603,"yes","no","cellular",5,4.96666666666667,0,"unknown",0,0
32,"management","single","tertiary","no",577,"no","no","cellular",2,1.68333333333333,0,"unknown",0,0
43,"management","married","tertiary","no",0,"yes","no","cellular",1,1.83333333333333,0,"unknown",0,0
39,"admin.","single","secondary","no",163,"yes","no","cellular",2,1.78333333333333,0,"unknown",0,0
